name,class,source_capsule,release_year,status,price_now,listings_now,volume_30d,price_1y,price_2y,price_3y,cagr,supply_trend,confidence,cagr_1y,cagr_2y,cagr_3y,months_supply,vol_trend_1y,baseline_cagr,excess_cagr,excess_horizon,lag_score,as_of,tournament,tour_year,age_years,variant,liquidity,supply_basis,status_detail
Falchion Case,case,,2015,discontinued,2.967033658008658,,67025,2.326,0.9889999999999999,1.231,0.34077161374392184,,hist/vol/status,0.27559486586786663,0.732060631838467,0.34077161374392184,,-0.03786802176191095,0.38881278964920807,-0.048041175905286226,3y,,2026-04-14,,,,,deep,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=discontinued
Fever Case,case,,2025,disputed,0.9506300792485795,,5930751,2.115,,,-0.5505295133576458,,hist/vol/disputed,-0.5505295133576458,,,,0.24632606275770508,0.39778300330979377,-0.9483125166674395,1y,,2026-04-10,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=purchase_only; steamdb_droppool=active_drop
Fracture Case,case,,2020,disputed,1.011705804051633,,1469177,0.359,0.2455,0.646,0.1612897010696317,,hist/vol/disputed,1.818122016856916,1.0300249354378685,0.1612897010696317,,-0.5587781459022065,0.38881278964920807,-0.22752308857957637,3y,,2026-05-09,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=discontinued; steamdb_droppool=active_drop
Gallery Case,case,,2024,disputed,1.634778462064836,,361180,0.845,,,0.9346490675323504,,hist/vol/disputed,0.9346490675323504,,,,-0.7146662706112105,0.39778300330979377,0.5368660642225567,1y,,2026-04-14,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=purchase_only; steamdb_droppool=armory_exchange
Gamma 2 Case,case,,2016,disputed,5.118637814316822,,129818,5.162,2.805,2.242,0.31675890519633265,,hist/vol/disputed,-0.008400268439205383,0.3508613234764195,0.31675890519633265,,-0.007841398917795228,0.38881278964920807,-0.07205388445287542,3y,,2026-05-12,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=discontinued; steamdb_droppool=rare_pool
Gamma Case,case,,2016,discontinued,5.199851467198393,,88419,5.229,2.9135,2.231,0.32585833350165094,,hist/vol/status,-0.005574399082349912,0.335943089849422,0.32585833350165094,,-0.1268466582398483,0.38881278964920807,-0.06295445614755713,3y,,2026-05-09,,,,,deep,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=discontinued
Glove Case,case,,2016,disputed,18.810479212050232,,65453,12.38,6.628500000000001,5.308,0.524601403269785,,hist/vol/disputed,0.5194248151898411,0.6845825572236941,0.524601403269785,,-0.3334725050916497,0.38881278964920807,0.13578861362057693,3y,,2026-04-14,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=discontinued; steamdb_droppool=rare_pool
Horizon Case,case,,2018,disputed,2.419714942230699,,162086,2.043,0.842,0.381,0.8518810041478844,,hist/vol/disputed,0.1843930211604008,0.6952199607243774,0.8518810041478844,,-0.11410019566904606,0.38881278964920807,0.4630682144986763,3y,,2026-02-28,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=discontinued; steamdb_droppool=rare_pool
Huntsman Weapon Case,case,,2014,discontinued,13.096092785972239,,5757,13.6695,8.89,7.791000000000001,0.18900271513655986,,hist/vol/status,-0.04194792889482135,0.21372414396133377,0.18900271513655986,,-0.35654409299206435,0.38881278964920807,-0.1998100745126482,3y,,2026-03-12,,,,,ok,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=discontinued
Kilowatt Case,case,,2024,active_drop,0.40130128174013174,,4616604,0.631,1.254,,-0.43429957478835624,,hist/vol/status,-0.36402332529297665,-0.43429957478835624,,,1.0292952154723185,0.5940767675815687,-1.028376342369925,2y,,2026-05-01,,,,,deep,single snapshot (t0 established),3 source(s) agree: steam_guide_2981848978=active_drop; steamdb_droppool=active_drop; tradeit_droppool=active_drop
Operation Bravo Case,case,,2013,discontinued,69.14133036909541,,2360,58.379999999999995,40.3705,44.06400000000001,0.16203159836383652,,hist/vol/status,0.1843324831979345,0.308690053654318,0.16203159836383652,,-0.44561898050270143,0.38881278964920807,-0.22678119128537155,3y,,2026-02-18,,,,,ok,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=discontinued
Operation Breakout Weapon Case,case,,2014,discontinued,13.030313682658734,,68927,11.065,7.747,6.919,0.2349153247041862,,hist/vol/status,0.1776153350798677,0.29691244404752726,0.2349153247041862,,0.009949009494783834,0.38881278964920807,-0.15389746494502188,3y,,2026-05-08,,,,,deep,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=discontinued
Operation Broken Fang Case,case,,2020,purchase_only,10.761232886668736,,17137,6.946,4.524,2.184,0.7016482785486409,,hist/vol/status,0.5492704990885022,0.5423030483331086,0.7016482785486409,,-0.36912825798851423,0.38881278964920807,0.3128354888994328,3y,,2026-02-09,,,,,ok,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=purchase_only
Operation Hydra Case,case,,2017,discontinued,54.85086875,,1847,30.327000000000005,19.5705,19.912,0.4018112541297236,,hist/vol/status,0.8086480281597253,0.6741362278956402,0.4018112541297236,,-0.6609142647328805,0.38881278964920807,0.01299846448051556,3y,,2026-05-10,,,,,ok,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=discontinued
Operation Phoenix Weapon Case,case,,2014,discontinued,6.0251376227323465,,43404,5.317,3.0465,2.066,0.42871482555335616,,hist/vol/status,0.1331836792801102,0.4063159240248535,0.42871482555335616,,-0.10674816324010616,0.38881278964920807,0.03990203590414809,3y,,2026-03-01,,,,,deep,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=discontinued
Operation Riptide Case,case,,2021,purchase_only,17.152696659159158,,6339,10.875,5.019,2.796,0.8306208876160466,,hist/vol/status,0.5772594629111869,0.8486623899000256,0.8306208876160466,,-0.2703729281767956,0.38881278964920807,0.4418080979668385,3y,,2026-03-12,,,,,ok,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=purchase_only
Operation Vanguard Weapon Case,case,,2014,discontinued,6.321385969585801,,13167,4.0715,2.8165,1.12,0.7804567501548374,,hist/vol/status,0.5525938768477958,0.4981361246199505,0.7804567501548374,,-0.14738069028038592,0.38881278964920807,0.39164396050562933,3y,,2026-01-23,,,,,ok,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=discontinued
Operation Wildfire Case,case,,2016,disputed,6.2739392610297005,,49114,3.847,2.436,2.341,0.38903428503431114,,hist/vol/disputed,0.6308654174758774,0.6048391594937808,0.38903428503431114,,0.239376198647421,0.38881278964920807,0.00022149538510307654,3y,,2026-04-10,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=discontinued; steamdb_droppool=rare_pool
Prisma 2 Case,case,,2020,disputed,2.7181971170162136,,357981,1.538,0.7355,0.7330000000000001,0.5478385455749926,,hist/vol/disputed,0.7673583335606069,0.9224238032816312,0.5478385455749926,,0.2645305093007977,0.38881278964920807,0.1590257559257845,3y,,2026-05-09,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=discontinued; steamdb_droppool=rare_pool
Prisma Case,case,,2019,disputed,2.015668773193345,,297907,1.416,0.6185,0.37900000000000006,0.7455273282914985,,hist/vol/disputed,0.42349489632298387,0.8052598857120117,0.7455273282914985,,-0.27196635336784014,0.38881278964920807,0.3567145386422904,3y,,2026-03-20,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=discontinued; steamdb_droppool=rare_pool
Recoil Case,case,,2022,disputed,0.6340106771124515,,2113531,0.299,0.1695,0.868,-0.09941312049052276,,hist/vol/disputed,1.1204370471988345,0.9340310160814136,-0.09941312049052276,,-0.2911279771098234,0.38881278964920807,-0.4882259101397308,3y,,2026-05-09,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=discontinued; steamdb_droppool=active_drop
Revolution Case,case,,2023,active_drop,0.482962040737999,,3816329,0.631,0.3455,2.242,-0.40054148998495787,,hist/vol/status,-0.23460849328367828,0.18231302250207837,-0.40054148998495787,,0.5415531101263149,0.38881278964920807,-0.7893542796341659,3y,,2026-05-09,,,,,deep,single snapshot (t0 established),3 source(s) agree: steam_guide_2981848978=active_drop; steamdb_droppool=active_drop; tradeit_droppool=active_drop
Revolver Case,case,,2015,discontinued,4.076863771393401,,90374,3.388,1.808,1.361,0.4415267022988334,,hist/vol/status,0.20332460784929207,0.5016332869331159,0.4415267022988334,,0.0816368053810157,0.38881278964920807,0.05271391264962533,3y,,2026-03-27,,,,,deep,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=discontinued
Shadow Case,case,,2015,disputed,2.705724229504902,,77525,1.972,0.968,0.738,0.5419692850853315,,hist/vol/disputed,0.37207111029660367,0.671876089481348,0.5419692850853315,,-0.11374678479565592,0.38881278964920807,0.15315649543612342,3y,,2026-03-24,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=discontinued; steamdb_droppool=rare_pool
Shattered Web Case,case,,2019,purchase_only,9.960863600272232,,19704,8.012,4.0,3.709,0.38999547544480695,,hist/vol/status,0.24324308540592,0.5780417928775075,0.38999547544480695,,0.1124033195957772,0.38881278964920807,0.0011826857955988812,3y,,2026-05-11,,,,,ok,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=purchase_only
Snakebite Case,case,,2021,disputed,1.0190388449312575,,605138,0.453,0.259,0.48800000000000004,0.278174961406489,,hist/vol/disputed,1.249533874020436,0.9835606657706488,0.278174961406489,,-0.18626294790715558,0.38881278964920807,-0.11063782824271906,3y,,2026-05-03,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=discontinued; steamdb_droppool=rare_pool
Spectrum 2 Case,case,,2017,disputed,4.959052545324305,,184358,4.378,2.071,1.709,0.42632627441256665,,hist/vol/disputed,0.13272100167297962,0.5474239189057704,0.42632627441256665,,0.028077826045738608,0.38881278964920807,0.037513484763358584,3y,,2026-05-02,,,,,deep,single snapshot (t0 established),sources disagree: steam_guide_2981848978=discontinued; steamdb_droppool=rare_pool
Spectrum Case,case,,2017,discontinued,6.034343529726805,,102130,5.299,3.0949999999999998,2.423,0.35547716442274324,,hist/vol/status,0.1387702452777515,0.39631913180471723,0.35547716442274324,,0.2190987764846315,0.38881278964920807,-0.03333562522646483,3y,,2026-04-14,,,,,deep,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=discontinued
Winter Offensive Weapon Case,case,,2013,discontinued,16.331447872340426,,3817,9.178,5.633,5.531,0.43463143780962143,,hist/vol/status,0.7794124942624128,0.7027169875739312,0.43463143780962143,,-0.3878107457898957,0.38881278964920807,0.04581864816041337,3y,,2026-03-08,,,,,ok,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=discontinued
Sealed Dead Hand Terminal,container_other,,2026,active_drop,3.1917161782026513,,3491980,,,,,,hist/vol/status,,,,,,,,,,2026-05-04,,,,,deep,single snapshot (t0 established),1 source(s) agree: steam_guide_2981848978=active_drop
Sealed Genesis Terminal,container_other,,2025,active_drop,0.2615493950365848,,2432468,,,,,,hist/vol/status,,,,,,,,,,2026-05-08,,,,,deep,single snapshot (t0 established),2 source(s) agree: steam_guide_2981848978=active_drop; tradeit_droppool=active_drop
Sticker | AdreN (Foil) | Krakow 2017,sticker,,2017,unknown,41.274,,3,25.084,27.15,24.371000000000002,0.19197661914491748,,hist/vol/unknown,0.6454313506617766,0.23297242243090666,0.19197661914491748,,-0.4,0.38881278964920807,-0.1968361705042906,3y,,2026-02-02,Krakow 2017,2017,9.083333333333258,Foil,thin,single snapshot (t0 established),no source names this item
Sticker | AdreN (Gold) | Krakow 2017,sticker,,2017,unknown,1626.07,,1,,,172.4785,1.1125228910625586,,hist/vol/unknown,,,1.1125228910625586,,0.0,0.38881278964920807,0.7237101014133506,3y,,2023-08-07,Krakow 2017,2017,6.5833333333332575,Gold,thin,single snapshot (t0 established),no source names this item
Sticker | AdreN | Krakow 2017,sticker,,2017,unknown,5.74,,8,4.57,4.393,3.92,0.13555613628301177,,hist/vol/unknown,0.2560175054704594,0.1430766268381063,0.13555613628301177,,-0.19999999999999996,0.38881278964920807,-0.2532566533661963,3y,,2026-02-01,Krakow 2017,2017,9.083333333333258,Paper,thin,single snapshot (t0 established),no source names this item
Sticker | Astralis (Holo) | Krakow 2017,sticker,,2017,unknown,12.0445,,25,8.249500000000001,8.7805,4.334,0.40593946874999265,,hist/vol/unknown,0.46002788047760435,0.171209979908707,0.40593946874999265,,0.6666666666666667,0.38881278964920807,0.01712667910078458,3y,,2025-11-13,Krakow 2017,2017,8.833333333333258,Holo,thin,single snapshot (t0 established),no source names this item
Sticker | Astralis | Krakow 2017,sticker,,,unknown,,,,,,,,,nohist/novol/unknown,,,,,,,,,,,Krakow 2017,2017,,Paper,,single snapshot (t0 established),no source names this item
